20 380
0 0 2 6 1
0 7 0 14 1
0 17 0 13 2
0 5 1 11 2
0 16 2 3 1
0 18 2 2 0
0 6 4 8 1
0 12 2 0 1
0 3 2 9 0
0 19 2 5 0
0 11 3 7 0
0 14 1 16 3
0 4 1 15 3
0 2 0 9 1
0 10 1 1 4
0 13 1 18 0
0 11 2 17 0
0 1 0 2 1
0 3 4 10 0
0 15 2 5 0
0 14 3 12 1
0 8 2 13 0
0 7 0 4 5
0 0 2 17 1
0 9 1 19 3
0 16 2 11 0
0 6 0 18 1
0 7 0 5 2
0 19 1 3 0
0 4 0 8 1
0 17 2 1 2
0 12 0 7 0
0 10 1 6 2
0 2 3 14 1
0 13 4 0 0
0 18 2 9 3
0 5 0 16 2
0 11 2 15 2
0 3 1 7 0
0 6 1 14 1
0 12 3 18 1
0 0 0 19 2
0 16 5 10 0
0 3 0 17 1
0 9 0 13 0
0 14 3 4 3
0 6 1 12 2
0 8 1 5 0
0 7 1 2 1
0 1 3 18 0
0 15 0 19 1
0 0 1 11 1
0 13 2 15 0
0 4 1 3 0
0 17 3 14 0
0 12 1 8 0
0 5 2 9 3
0 2 2 16 3
0 11 3 6 0
0 10 1 0 1
0 18 1 7 1
0 19 1 1 0
0 3 2 13 2
0 1 0 11 0
0 9 5 4 3
0 15 1 18 3
0 14 1 10 1
0 0 0 5 2
0 16 2 12 0
0 6 1 17 4
0 8 0 2 4
0 7 1 19 4
